RECORD,CAMIS,DBA,BUILDING,STREET,ZIPCODE,BORO,PHONE,CUISINE_DESCRIPTION,LATITUDE,LONGITUDE,COMMUNITY_BOARD,COUNCIL_DISTRICT,CENSUS_TRACT,BIN,BBL,NTA
43026,50102604,THE RED GRILL MEXICAN RESTAURANT,1701,2 AVENUE,10128,Manhattan,2127222188,Mexican,40.77927237,-73.95073467,108,5,14602,1048846,1015340022,MN32
43031,40401084,MCCABE'S BAR CAR,39-15,192 STREET,11358,Queens,7183579886,Irish,40.76133751,-73.78988819,411,19,113900,4120240,4053250040,QN48
43036,50123564,JACOB'S PICKLES MOYNIHAN STATION,441,8 AVENUE,10001,Manhattan,6467660326,Chicken,40.75121216,-73.9941819,104,3,10300,,1,MN13
43051,50120697,SEKAI OMAKASE,96,WEST HOUSTON STREET,10012,Manhattan,6468954341,Japanese,40.72709681,-74.00024173,102,2,6500,1008276,1005250060,MN23
43056,50037080,LEON'S BAGELS,169,THOMPSON STREET,10012,Manhattan,9173883372,Coffee/Tea,40.72764851,-74.00033554,102,3,6500,1077793,1005250024,MN23
43066,50008761,MEADOWSWEET,149,BROADWAY,11211,Brooklyn,7183840673,New American,40.710271,-73.9632986,301,34,54900,3063560,3024570039,BK73
43068,50044993,MCDONALD'S,267,BROADWAY,11211,Brooklyn,6316670434,Hamburgers,40.70881207,-73.95898551,301,34,52500,3063567,3024600001,BK73
43075,50052663,SET BAR LOUNGE & BILLARDS,1828,MCDONALD AVENUE,11223,Brooklyn,7187585999,American,40.60801145,-73.97285572,311,44,42400,3329182,3066320017,BK29
43082,50036814,PIPO'S RESTAURANT,166,EAST  118 STREET,10035,Manhattan,2128282382,Mexican,40.79952888,-73.93973952,111,8,18200,1052355,1016450044,MN34
43086,41038997,DUNKIN' / BASKIN-ROBBINS,41-28,QUEENS BOULEVARD,11104,Queens,7184723278,Donuts,40.74364662,-73.9230128,402,26,18102,4002538,4001920030,QN31
43096,50082790,BUTLER,40,WATER ST,11201,Brooklyn,3479254682,Coffee/Tea,40.70328294,-73.99221327,302,33,2100,,3,BK38
43097,50078408,SUBWAY AND JUICE,30-25,STRATTON STREET,11354,Queens,9175635166,Sandwiches,40.76967254,-73.83470115,407,20,86900,4100747,4043690001,QN22
43108,50063201,KUBEH,464,AVENUE OF THE AMERICAS,10011,Manhattan,6464486688,Middle Eastern,40.73552048,-73.99816333,102,2,6300,1009562,1005750001,MN23
43109,40573101,NEW WAH KITCHEN,1474,WESTCHESTER AVENUE,10472,Bronx,7185890625,Chinese,40.82839379,-73.88133082,209,17,5200,2023763,2037370042,BX55
43113,50136408,SUSHI W,1513,LEXINGTON AVENUE,10029,Manhattan,6096299730,Japanese,40.78684765,-73.95019819,111,5,15802,1076344,1016250052,MN33
43117,50106643,YARA,319,EAST   53 STREET,10022,Manhattan,6464767592,Mediterranean,40.75648284,-73.96648913,106,4,9800,1039830,1013460010,MN19
43119,50002936,BENE PIZZERIA & RESTAURANT,157,PROSPECT PARK SOUTHWEST,11218,Brooklyn,7186860046,Pizza,40.65487599,-73.97334474,307,39,50202,3122228,3052680094,BK40
43125,50048642,GREGORYS COFFEE,12,EAST   46 STREET,10017,Manhattan,8772317619,Coffee/Tea,40.75573363,-73.97835751,105,4,9400,1035397,1012810062,MN17
43130,50122639,CRISPIANO,130,SAINT MARKS PLACE,10009,Manhattan,6465103551,Pizza,40.72720005,-73.98439567,103,2,3200,1005836,1004350029,MN22
43131,50145043,NONNAS 1977,29-13,23 AVENUE,11105,Queens,7186060060,Pizza,40.77494946,-73.91369379,401,22,11500,4545852,4008440006,QN72
43136,50152415,LONG WONG BAKERY,1310,AVENUE U,11229,Brooklyn,7189988868,Bakery Products/Desserts,40.59863628,-73.95805238,315,48,58200,3199484,3073460004,BK25
43140,50075079,FRATILLI'S PIZZA & CAFE,404,HUNTS POINT AVENUE,10474,Bronx,7185427340,Pizza,40.80961363,-73.88073948,202,17,11700,2114610,2027720270,BX27
43141,40611399,RAO'S,455,EAST  114 STREET,10029,Manhattan,2127226709,Italian,40.79392121,-73.93446812,111,8,17800,1053018,1017080022,MN34
43146,50149123,POPEYE'S CHICKEN & BISCUITS,1375,ROCKAWAY PARKWAY,11236,Brooklyn,7182572065,Chicken,40.64624458,-73.90354397,318,42,97400,3229404,3081660029,BK50
43149,40570775,STARBUCKS,48,WEST   73 STREET,10023,Manhattan,2125797834,Coffee/Tea,40.77772994,-73.9774621,107,6,15700,1028646,1011250062,MN14
43154,50063792,HAPPY BOWLS,61,4 AVENUE,10003,Manhattan,9172616081,"Juice, Smoothies, Fruit Salads",40.73083479,-73.99045288,103,2,4200,1008956,1005550012,MN22
43161,41250519,MILANO'S BAR,51,EAST HOUSTON STREET,10012,Manhattan,2122268844,Bottled Beverages,40.72476912,-73.99444037,102,1,4300,1007921,1005090023,MN24
43162,50074054,NEW YORK CITY BAGEL COFFEE HOUSE,29-10,BROADWAY,11106,Queens,7187770324,Bagels/Pretzels,40.76262913,-73.92681723,401,22,5300,4617928,4005867501,QN70
43168,50122580,ARTESANO,90,CHAMBERS STREET,10007,Manhattan,2123720297,Peruvian,40.7145777,-74.00722893,101,1,2100,1001470,1001350021,MN24
43171,41441326,KEG & LANTERN,97,NASSAU AVENUE,11222,Brooklyn,7183895050,Irish,40.72395698,-73.95023455,301,33,56900,3322681,3026470031,BK76
43173,50102820,CAFE JAPON,934,3 AVENUE,11232,Brooklyn,9176968959,Japanese,40.6559494,-74.00599357,307,38,1800,3336903,3006910001,BK32
43180,50136482,DO NOT FEED ALLIGATORS,337,BLEECKER STREET,10014,Manhattan,3103099567,Coffee/Tea,40.73365398,-74.00438768,102,3,7300,1011153,1006190051,MN23
43193,50093226,ODA HOUSE,406,EAST   73 STREET,10021,Manhattan,6469985152,Eastern European,40.76828963,-73.95507142,108,5,12400,1045860,1014670043,MN31
43196,50046035,LUCKYBIRD CAKE STUDIO,163,MONTROSE AVENUE,11206,Brooklyn,9174129455,Bakery Products/Desserts,40.70739423,-73.94260402,301,34,49300,3071152,3030530034,BK78
43204,50118006,DUNKIN,266,1 AVENUE,10009,Manhattan,3473497095,Donuts,40.73235158,-73.98167748,106,4,4400,1082872,1009720001,MN50
43210,50159478,HALAL BROS GRILL,2215,CHURCH AVENUE,11226,Brooklyn,3479930857,Middle Eastern,40.65041666,-73.95813502,314,40,79602,3116881,3050890071,BK60
43221,50151497,DESI KING,116-01,101 AVENUE,11419,Queens,9172940668,Indian,40.68927444,-73.82839261,409,29,12000,4441339,4094510050,QN54
43223,41536647,HAVANA CAFE,3151,EAST TREMONT AVENUE,10461,Bronx,7185181800,Latin American,40.83770105,-73.83458569,210,13,18400,2073698,2053560001,BX52
43228,40367790,MCDONALD'S,943,FLATBUSH AVENUE,11226,Brooklyn,7186935353,Hamburgers,40.64872319,-73.95829825,314,40,79400,3117218,3051030001,BK95
43234,41106459,DUNKIN,1776,FOREST AVENUE,10303,Staten Island,7186988240,Donuts,40.62501903,-74.14801154,501,49,30301,5110623,5014770130,SI12
43246,50136355,NEW FU SHEN RESTAURANT,6110,7 AVENUE,11220,Brooklyn,7184398808,Chinese,40.63611783,-74.01249878,307,43,11800,3143866,3057930042,BK34
43249,50098308,STANDARD CAFE / RCANO EVENTS,37-18,NORTHERN BOULEVARD,11101,Queens,7189376622,American,40.75208865,-73.92588683,401,26,17100,4003103,4002140040,QN31
43256,50038811,GABY'S BAKERY,238,KNICKERBOCKER AVENUE,11237,Brooklyn,7184188821,Bakery Products/Desserts,40.70288849,-73.92555583,304,34,42700,3072524,3031860036,BK77
43268,41397450,DALLAS BBQ,281,WEST FORDHAM ROAD,10468,Bronx,7182202822,Barbecue,40.86175617,-73.91196829,207,14,26900,2015121,2032350023,BX30
43275,40393563,GUN POST LANES SNACK BAR,1215,EAST GUN HILL ROAD,10469,Bronx,7188810331,American,40.87281911,-73.85208922,212,12,36400,2060475,2047320035,BX03
43285,50121050,STEAM,470,6 AVENUE,10011,Manhattan,9176172111,Asian/Asian Fusion,40.73565498,-73.9980659,102,2,6300,1080142,1005750003,MN23
43290,50053225,TEMPLE COURT EVENTS KITCHEN,5,BEEKMAN STREET,10038,Manhattan,2127800880,New American,40.71138557,-74.00666588,101,1,1501,1079072,1000907503,MN25
43323,50149361,THE ONION TREE PIZZA CO.,214,1 AVENUE,10009,Manhattan,5166337240,Pizza,40.73049634,-73.98316814,103,2,3400,1005982,1004400008,MN22
43325,41442734,THE SACKETT,661,SACKETT STREET,11217,Brooklyn,7186220437,American,40.6778103,-73.98201699,306,39,13100,3019520,3009490001,BK37
43331,50147042,CAPPONE'S SALUMERIA,11,ABINGDON SQUARE,10014,Manhattan,2124637300,Italian,40.73714528,-74.00522868,102,3,7700,1011378,1006240030,MN23
43340,41515681,KEE WANG RESTAURANT,2129,VALENTINE AVENUE,10457,Bronx,7183647995,Chinese,40.85364625,-73.89951515,205,15,38100,2013538,2031490096,BX41
43352,41099225,GOLDEN PASTRY SHOP,1,CORSON AVENUE,10301,Staten Island,7187279393,Bakery Products/Desserts,40.63825966,-74.07898737,501,49,1100,5000292,5000180065,SI22
43358,41310341,95 SOUTH,778,FRANKLIN AVENUE,11238,Brooklyn,3477506180,American,40.67191904,-73.95752666,308,35,21700,3029600,3011780049,BK61
43359,41060193,DUDLEY'S,85,ORCHARD STREET,10002,Manhattan,2129257355,Australian,40.71786576,-73.99037538,103,1,1800,1005447,1004130043,MN27
43371,40389819,AUSTIN HOUSE,72-04,AUSTIN STREET,11375,Queens,7185442276,American,40.7192153,-73.84236287,406,29,73700,4077925,4032550043,QN17
43378,50127729,FRASKO DELI,2450,AMSTERDAM AVENUE,10033,Manhattan,3477123831,American,40.84860516,-73.93053924,112,10,26900,1063700,1021550019,MN35
43385,50125549,ELECTRIC BEETS,158,7 AVENUE,11215,Brooklyn,6465702807,Vegan,40.67216618,-73.97719149,306,39,15700,3020687,3009660040,BK37
43410,50146461,KUNG FU TEA,27,WAVERLY PLACE,10003,Manhattan,9176757657,Chinese,40.7304563,-73.99503163,102,2,5900,1008832,1005480001,MN23
43416,50105547,THE HEALTHY POINT,20-07,COLLEGE POINT BOULEVARD,11356,Queens,9292552230,Coffee/Tea,40.78139458,-73.84594153,407,19,92500,4099224,4041660025,QN23
43424,40365013,CRYSTAL ROOM,67,OLYMPIA BOULEVARD,10305,Staten Island,7184478926,Italian,40.59281418,-74.07067712,502,50,7000,5107511,5032810010,SI36
43425,50096572,16 HANDLES,178,8 AVENUE,10011,Manhattan,9146564534,Frozen Desserts,40.74291764,-74.00020209,104,3,8700,1013963,1007690001,MN13
43434,50110018,XIA CHAO (ENTRANCE ON 58 STREET),5722B,8TH AVE,11220,Brooklyn,7182008569,Chinese,40.63702127,-74.00797714,307,43,10400,,3,BK34
43436,50095499,DUNKIN,617,BRIGHTON BEACH AVENUE,11235,Brooklyn,7187691745,Donuts,40.57766172,-73.96121186,313,48,36200,3244914,3086760007,BK19
43438,41218950,GREENWICH TREEHOUSE,46,GREENWICH AVENUE,10011,Manhattan,2126750395,American,40.73559461,-74.00051961,102,3,7100,1010523,1006060018,MN23
43448,41272891,THE KATI ROLL COMPANY,49,WEST   39 STREET,10018,Manhattan,2127304280,Indian,40.75224869,-73.983852,105,4,8400,1016036,1008410012,MN17
43451,50051684,DUNKIN,1041,PROSPECT AVENUE,10459,Bronx,9739319410,Donuts,40.82473593,-73.89952646,203,17,13100,2097205,2026790001,BX33
43462,50134508,SWEET & SOUR,200,BAYCHESTER AVENUE,10475,Bronx,2124330748,Pancakes/Waffles,40.86590541,-73.83042975,210,12,46201,2120098,2051410006,BX13
43463,50105113,MYRTLE PUB,56-53,MYRTLE AVENUE,11385,Queens,3477216911,American,40.70032293,-73.90442835,405,34,55100,4082812,4034640026,QN20
43471,50148427,SWEET CATS ARCADE,21,EAST   17 STREET,10003,Manhattan,9292183130,Coffee/Tea,40.73734266,-73.99082722,105,3,5200,1016120,1008460016,MN13
43472,50067022,A PASTA BAR,330,WEST BROADWAY,10013,Manhattan,6463015372,Italian,40.72210676,-74.00400811,102,1,4700,1002945,1002270022,MN24
43482,41703549,POPEYES,89-30,QUEENS BOULEVARD,11373,Queens,7185072634,Chicken,40.73433344,-73.87332612,404,30,47500,4064868,4028570022,QN29
43490,41456477,1001 NIGHTS CAFE,2025,RICHMOND AVENUE,10314,Staten Island,7183708080,American,40.59828157,-74.16252148,502,50,27301,5090490,5020150048,SI05
43492,50114874,DAILY PROVISIONS,435,WEST   31 STREET,10001,Manhattan,8453809386,American,40.75190947,-73.99868622,104,3,10300,1089664,1007297502,MN13
43505,50154877,DELI ANTOJITOS POBLANOS,116-19,MYRTLE AVENUE,11418,Queens,3479887068,Spanish,40.70019794,-73.83348559,409,29,13200,4193411,4092570053,QN54
43519,50088559,TWO BOOTS,42,AVENUE A,10009,Manhattan,2122541919,Pizza,40.72373078,-73.98520823,103,2,3200,1084788,1003990001,MN22
43526,41617404,DUNKIN',2515,BOSTON ROAD,10467,Bronx,7182312835,Donuts,40.86359623,-73.8649986,211,13,33000,2051379,2044350010,BX07
43531,50135617,MO NA CAFE,80,EAST  116 STREET,10029,Manhattan,9178558312,Mediterranean,40.7995804,-73.94391842,111,8,18400,1051646,1016210036,MN34
43540,50129187,JIGGA'S JERK SPOT,297,LEGION STREET,11212,Brooklyn,3478452052,Caribbean,40.66119724,-73.91636458,316,41,89400,3082021,3035820030,BK81
43552,50127531,CHICK-FIL-A,461,PARK AVENUE SOUTH,10016,Manhattan,6096029118,Sandwiches,40.74526035,-73.98265193,105,2,7200,1018457,1008870001,MN20
43559,50070568,CROWN FRIED CHICKEN,1181,SUTTER AVENUE,11208,Brooklyn,7188416570,Chicken,40.67243165,-73.87431654,305,42,119600,3394007,3042470003,BK82
43564,41071232,CAPRI SOCIAL CLUB,156,CALYER STREET,11222,Brooklyn,7183838833,American,40.72779035,-73.95425817,301,33,56100,3065309,3025950020,BK76
43567,50040890,SOUVLAKI GR MIDTOWN,162,WEST   56 STREET,10019,Manhattan,2129747482,Greek,40.7645638,-73.97989248,105,6,13700,1076178,1010087502,MN17
43569,40364715,OLD HOMESTEAD,56,9 AVENUE,10011,Manhattan,2122429040,American,40.74137222,-74.00503776,104,3,8300,1013042,1007380080,MN13
43575,50119823,ANDREW BELLUCCI'S PIZZERIA,37-08,30 AVENUE,11103,Queens,7184072497,Pizza,40.7645516,-73.91642923,401,22,6300,4010589,4006590045,QN70
43590,41657006,LE PARIS DAKAR,518,NOSTRAND AVENUE,11216,Brooklyn,3479554100,French,40.68117402,-73.94974742,303,36,24500,3053009,3018430020,BK75
43594,50074603,CHICK-FIL-A,144,FULTON STREET,10038,Manhattan,7185765459,Chicken,40.71057026,-74.00846571,101,1,1502,1001223,1000790025,MN25
43601,40366487,BRENNAN & CARR,3432,NOSTRAND AVENUE,11229,Brooklyn,7187691254,American,40.60038588,-73.94189333,315,46,57000,3200248,3073620006,BK17
43603,41306786,DUNKIN,3600,BROADWAY,10031,Manhattan,6464346286,Donuts,40.82843277,-73.9489709,109,7,23300,1062014,1020800001,MN04
43611,40365844,LAVELLE'S ADMIRALS CLUB,45-15,BROADWAY,11103,Queens,3475071821,Irish,40.75700231,-73.9148,401,22,15300,4012527,4007110001,QN70
43615,50062888,KATZ'S DELICATESSEN,445,GOLD STREET,11201,Brooklyn,2122542246,American,40.69082623,-73.98345225,302,33,1500,3397861,3001497501,BK38
43636,41177892,LAKE COMO PIZZA,2549,AMSTERDAM AVENUE,10033,Manhattan,2127400110,Jewish/Kosher,40.85151326,-73.92839629,112,10,26700,1063584,1021490093,MN35
43641,50137564,OAK BERRY,51,SPRING STREET,10012,Manhattan,9172143975,"Juice, Smoothies, Fruit Salads",40.72204639,-73.99649336,102,1,4300,1007535,1004950042,MN24
43643,50115686,BITTERSWEET BAKE SHOPPE,4275,ARTHUR KILL ROAD,10309,Staten Island,6468976864,Bakery Products/Desserts,40.53775173,-74.2372702,503,51,22600,5134523,5074000025,SI11
43657,50145349,SOPHISTIAN PIZZA,18-01,26 ROAD,11102,Queens,9174561025,Pizza,40.77321579,-73.9270294,401,22,8300,4019930,4008860124,QN71
43664,50125858,Benvenuto Pizza #2 Corp,182,AUDUBON AVENUE,10033,Manhattan,9172658378,Pizza,40.84410132,-73.93573049,112,10,26100,1063123,1021300017,MN36
43670,50146610,FAFA ROOM,714,61 STREET,11220,Brooklyn,6465759882,Chinese,40.63589557,-74.01181778,307,38,11800,3143883,3057940014,BK34
43678,50124164,DIM SUM SAM,240,WEST   40 STREET,10018,Manhattan,6467246128,Chinese,40.75525757,-73.98913191,105,3,11300,1014508,1007890062,MN17
43681,50007321,NEW DRAGON SEA CHINESE RESTAURANT,2302,CROTONA AVENUE,10458,Bronx,7189338228,Chinese,40.85213353,-73.88450904,206,15,39300,2012822,2031020001,BX06
43713,50131003,COCO HOTPOT,37-20,PRINCE STREET,11354,Queens,7186849888,Asian/Asian Fusion,40.76043362,-73.8327713,407,20,87100,4112269,4049727501,QN22
43716,41349725,GLORIA'S NEXT GENERATION,987,NOSTRAND AVENUE,11225,Brooklyn,7187784852,Caribbean,40.66437652,-73.95098206,309,35,31900,3324551,3013090001,BK63
43724,50108061,CHICK-FIL-A,40-27,82 STREET,11373,Queens,2035240086,Chicken,40.74689908,-73.88379353,404,25,26901,4619702,4014930015,QN29
43732,50113340,JUICERY HARLEM,370,LENOX AVENUE,10027,Manhattan,6463937553,"Juice, Smoothies, Fruit Salads",40.81003783,-73.94381203,110,9,20800,1053712,1017260069,MN03
43737,50133261,SUBWAY,303,PAGE AVENUE,10307,Staten Island,7183560662,Sandwiches,40.51675648,-74.23339025,503,51,24800,5104617,5080080095,SI11
43740,50146129,LITTLE CAESARS,1164,BROADWAY,10001,Manhattan,9732042800,Pizza,40.74481372,-73.98880521,105,2,5800,1080713,1008290050,MN13
43759,50073086,RICO'S CHICKEN POLLOS A LA BRASA,146-04,45 AVENUE,11355,Queens,7188861491,Latin American,40.75489765,-73.81673402,407,20,120100,4117526,4052050003,QN52
43764,50131876,BEST WESTERN PLUS SOHO,88,WALKER STREET,10013,Manhattan,6314023718,American,40.71808848,-74.00133115,101,1,3100,1000000,1001960024,MN24
43779,50046210,CAFE EUROPA,424,KINGS HIGHWAY,11223,Brooklyn,7183752233,Coffee/Tea,40.60442713,-73.97447055,311,44,41200,3178381,3066780116,BK29
43793,50118235,SANYUU WEST,228,WEST   18 STREET,10011,Manhattan,6464182235,Japanese,40.74146016,-73.99885965,104,3,8100,1084985,1007670057,MN13
43796,41477830,RESIDENCE INN TIMES SQUARE,1033,6 AVENUE,10018,Manhattan,2127680007,American,40.75269633,-73.98567099,105,4,11300,1015272,1008147501,MN17
43801,50062342,SAM'S FRIED ICE CREAM,37B,ORCHARD ST,10002,Manhattan,6463610705,Frozen Desserts,40.71579354,-73.99143623,103,1,1600,,1,MN27
43810,41168098,HORUS CAFE,293,EAST   10 STREET,10009,Manhattan,2122284774,Mediterranean,40.72769923,-73.98187359,103,2,3400,1077612,1004040059,MN22
43819,50118361,ANDA CAFE,83-31,BROADWAY,11373,Queens,6465251432,Other,40.74057871,-73.87927933,404,25,47100,4314496,4015800003,QN29
43829,50125601,BURGER & SHAKE CO,1625,AMSTERDAM AVENUE,10031,Manhattan,9175802855,American,40.82231507,-73.94972352,109,9,22700,1061193,1020570029,MN04
43832,50006011,UNIVERSITY CENTER CAFE,65,5 AVENUE,10003,Manhattan,6469398365,American,40.73564934,-73.99385851,102,2,6100,1088879,1005710001,MN23
43834,50077203,POPEYES,122,EAST  125 STREET,10035,Manhattan,6466697282,Chicken,40.80463597,-73.9380769,111,9,19600,1054468,1017730061,MN34
43846,50098972,PORTALE,126,WEST   18 STREET,10011,Manhattan,9177810255,Italian,40.74024691,-73.99597636,104,3,8100,1014664,1007930054,MN13
43852,40909191,THE TRAILER PARK LOUNGE,271,WEST   23 STREET,10011,Manhattan,9172612777,American,40.74487462,-73.99748821,104,3,9100,1014143,1007730008,MN13
43855,50014322,CHIPOTLE MEXICAN GRILL,463,86 STREET,11209,Brooklyn,7188330534,Tex-Mex,40.62202359,-74.02707436,310,47,13800,3153178,3060350055,BK31
43858,41579661,DUNKIN,3421,EAST TREMONT AVENUE,10465,Bronx,7188236660,Donuts,40.83266017,-73.82793102,210,13,16400,2076429,2054190114,BX52
43861,50116647,CRAZY FRUITS,3120,BAINBRIDGE AVENUE,10467,Bronx,9145486310,"Juice, Smoothies, Fruit Salads",40.87424249,-73.87931776,207,11,42300,2018115,2033410034,BX43
43862,41467140,AMOR Y AMARGO / AVANT GARDEN,95,AVENUE A,10009,Manhattan,2126146818,Vegan,40.72555587,-73.98390539,103,2,3200,1005796,1004340036,MN22
43863,41035387,BAR VELOCE,176,7 AVENUE,10011,Manhattan,2122291900,American,40.74248666,-73.99682428,104,3,8700,1014035,1007700039,MN13
43865,50119057,BURGER KING,16,BEAVER STREET,10004,Manhattan,2124831051,American,40.70497606,-74.01237469,101,1,900,1000030,1000110007,MN25
43875,50128170,ASAP! PIZZA SPOT,37-05,28 AVENUE,11103,Queens,3478480085,Pizza,40.76616458,-73.91514924,401,22,6502,4010226,4006530101,QN70
43877,41218452,CARIFESTA RESTAURANT,126-15,LIBERTY AVENUE,11419,Queens,7183222210,Caribbean,40.68868453,-73.81785784,410,29,15802,4203949,4095630022,QN55
43893,50058992,TINA'S CUBAN CUISINE RESTAURANT,940,3 AVENUE,10022,Manhattan,6466493663,Latin American,40.75988121,-73.96771833,106,4,11203,1036880,1013110036,MN19
43894,50096301,DOUBLE RED INC,1818,AVENUE U,11229,Brooklyn,3473745417,Chinese,40.59916144,-73.95328794,315,48,57800,3199701,3073510008,BK44
43922,50128674,TASTE GOOD,6909,8 AVENUE,11228,Brooklyn,3475252048,Chinese,40.63022448,-74.01501594,310,38,13200,3145879,3058770005,BK30
43928,50001950,WOODBINES,47-10,VERNON BOULEVARD,11101,Queens,9296180510,Irish,40.74514237,-73.95330068,402,26,700,4000087,4000290048,QN31
43933,50112705,HEALTHY FRESH 3,1033A,MORRIS PARK AVENUE,10461,Bronx,7186846411,"Juice, Smoothies, Fruit Salads",40.84861169,-73.85513249,211,13,25200,2045493,2041280040,BX37
43936,50138830,HOKKAIDO,166,2 AVENUE,10003,Manhattan,6466430589,Japanese,40.73006587,-73.98658511,103,2,4000,1006434,1004520002,MN22
43948,50044595,HOT DOG CONCESSION,4,PENN PLAZA,10121,Manhattan,2124656273,Hotdogs/Pretzels,40.75065484,-73.99194424,105,3,10100,1082908,1007810001,MN17
43949,50011343,EMPIRE TACO CHINA,2807,CROPSEY AVENUE,11214,Brooklyn,7183728888,Tex-Mex,40.58629731,-73.98824504,313,47,31400,3346329,3069160054,BK26
43957,50008532,CONDE NAST,1,WORLD TRADE CENTER,10007,Manhattan,2122866111,American,40.71327345,-74.01281992,101,1,1300,1088469,1000580001,MN25
43960,50118144,NURSE BETTIE,106,NORFOLK STREET,10002,Manhattan,9174349072,American,40.71890296,-73.98707799,103,1,1402,1004300,1003530051,MN28
43962,50113120,Charles Pan-Fried Chicken,340,WEST  145 STREET,10039,Manhattan,2122811800,Soul Food,40.82369028,-73.94398473,109,9,22700,1061060,1020510060,MN04
43971,50005138,HENRY'S LOCAL,570,HENRY STREET,11231,Brooklyn,9176404867,Coffee/Tea,40.68161322,-74.00063096,306,39,6300,3004900,3003540034,BK33
43991,50120398,FOODA,1540,BROADWAY,10036,Manhattan,6177804174,American,40.75783992,-73.98500932,105,4,11900,1076844,1009987501,MN17
43993,50132552,MAYAS PIZZA,292,EAST  204 STREET,10467,Bronx,3479739809,Pizza,40.87326763,-73.8788567,207,11,42500,2094761,2033340027,BX43
44000,50159891,SUBWAY,175,WEST   26 STREET,10001,Manhattan,9294443643,Sandwiches,40.74562103,-73.99335234,105,3,9500,1015029,1008020001,MN17
44016,50064425,LUKE'S LOBSTER,124,UNIVERSITY PLACE,10003,Manhattan,6465594644,Seafood,40.73476267,-73.99208689,102,2,6100,1009400,1005710025,MN23
44021,50112466,CHIPOTLE MEXICAN GRILL #3584,22,EAST  170 STREET,10452,Bronx,6143187413,Mexican,40.840041,-73.91723756,204,16,22101,2008073,2028420001,BX63
44026,50095573,MOMOFUKU SSAM BAR,95,SOUTH STREET,10038,Manhattan,2122543500,Asian/Asian Fusion,40.70629143,-74.00302971,101,1,1501,1090548,1000730010,MN25
44029,50113974,CHILL'D TASTE THAI,167-11,UNION TURNPIKE,11366,Queens,9293860017,Thai,40.72271074,-73.80086962,408,24,124100,4151757,4070030025,QN38
44044,50105484,OSAKA JAPANESE CUISINE,270,COURT STREET,11231,Brooklyn,7186430044,Japanese,40.68480802,-73.99472856,306,39,6700,3004030,3003260047,BK33
44057,50139340,WANG DA SHUN,133-28,41 AVENUE,11355,Queens,9172852516,Chinese,40.75720962,-73.83164241,407,20,84900,4114230,4050417505,QN22
44058,50143316,THE BRONX BURGER CO/GAI CHICKEN,2368,HOFFMAN STREET,10458,Bronx,3472370909,Fusion,40.85532189,-73.88904381,206,15,39100,2011888,2030650027,BX06
44067,50142199,SUBWAY,20,BROAD STREET,10005,Manhattan,6467750743,Sandwiches,40.7065462,-74.01103325,101,1,700,1000816,1000230050,MN25
44069,50147984,D' TONY'S YARD,6002,FOSTER AVENUE,11236,Brooklyn,9173494987,Caribbean,40.64027868,-73.91937437,318,46,95000,3222497,3079580043,BK50
44074,40587273,DUNKIN',45-13,QUEENS BOULEVARD,11104,Queens,7184827282,Coffee/Tea,40.74324066,-73.91940807,402,26,18300,4001895,4001600005,QN31
44078,50095527,GRAB & GO,433,1 AVENUE,10010,Manhattan,6465891924,Coffee/Tea,40.73838656,-73.97745381,106,2,6600,1090494,1009310024,MN20
44093,50149715,ISLAND KRAVE,1137,NOSTRAND AVENUE,11225,Brooklyn,3058903940,Caribbean,40.65982274,-73.95052767,309,40,80400,3106905,3048010007,BK60
44096,50104187,RAMEN JIN,185-16,HORACE HARDING EXPRESSWAY,11365,Queens,9179636176,Other,40.73992396,-73.78901051,408,23,134100,4152844,4070740005,QN41
44097,41553265,MARIA'S,38-11,BELL BOULEVARD,11361,Queens,7182791606,Greek,40.76627766,-73.77238896,411,19,112300,4443816,4062380014,QN46
44099,50101985,MCDONALD'S,91-01,JAMAICA AVENUE,11421,Queens,9784630528,Hamburgers,40.69308092,-73.85375162,409,32,1400,4182111,4088700066,QN53
44100,40728353,UNIQUE LOUNGE,1757,ARTHUR KILL ROAD,10312,Staten Island,7189480714,Irish,40.56172054,-74.19444146,503,51,22800,5112496,5059650040,SI05
44123,50087861,ELENA'S 43 RESTAURANT,89-48,FRANCIS LEWIS BOULEVARD,11427,Queens,7184684500,Latin American,40.71885931,-73.75780768,412,23,48400,4223433,4104920104,QN07
44126,50103590,MASALLAH SWEETS AND RESTAURANT,663,CONEY ISLAND AVENUE,11218,Brooklyn,7182078106,Middle Eastern,40.64106598,-73.96929301,314,40,152200,3118224,3051410152,BK42
44135,50051127,MOMENTO'S PIZZA COFFEE SHOP,40-53,99 STREET,11368,Queens,7187792026,Pizza,40.74862817,-73.86606258,404,21,40700,4040280,4016080036,QN26
44156,50075319,TBAAR,90-15,QUEENS BOULEVARD,11373,Queens,9298881636,"Juice, Smoothies, Fruit Salads",40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
44157,41503710,D'ANTIGUA,84-16,NORTHERN BOULEVARD,11372,Queens,7187790128,Latin American,40.75576687,-73.88326184,403,25,28100,4035174,4014320006,QN28
44159,50122406,REGINA'S MULBERRY,241,MULBERRY STREET,10012,Manhattan,9172615792,Sandwiches,40.72281765,-73.99593052,102,1,4300,1007528,1004950030,MN24
