CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
41585586,123 NIKKO,Manhattan,1280,AMSTERDAM AVENUE,10027,2125311288,Asian,5/4/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,15,B,5/4/2017,10/26/2020,Cycle Inspection / Re-inspection,40.81138324,-73.95773354,109,7,21100,1084108,1019780001,MN09
41210181,JAMAO COFFEE SHOP RESTAURANT,Queens,177-16,LIBERTY AVENUE,11433,7185269246,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/30/2019,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,P,9/30/2019,10/26/2020,Cycle Inspection / Reopening Inspection,40.70541779,-73.78227812,412,27,44000,4220103,4103300115,QN01
50072548,VEX EL CAFE,Brooklyn,104,WYCKOFF AVENUE,11237,3476811348,CafÃ©/Coffee/Tea,4/17/2019,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",N,10,A,4/17/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.70409169,-73.91891098,304,37,44500,3073917,3032480034,BK77
41504877,TU CASA RESTAURANT,Queens,30-10,STEINWAY STREET,11103,7188061890,Spanish,12/8/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,25,B,12/8/2018,10/26/2020,Cycle Inspection / Re-inspection,40.76332399,-73.91546332,401,22,15500,4010653,4006600050,QN70
50064218,TAP NYC,Manhattan,267,COLUMBUS AVENUE,10023,9175957012,CafÃ©/Coffee/Tea,5/1/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,5/1/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.77771642,-73.97855615,107,6,15700,1028631,1011250001,MN14
41005015,DUNKIN',Staten Island,6390,AMBOY ROAD,10309,7189675862,Donuts,8/28/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,8/28/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.5219437,-74.2168954,503,51,22600,5110511,5077020001,SI11
50056353,CHAMPION COFFEE,Brooklyn,1107,MANHATTAN AVENUE,11222,3479873851,CafÃ©/Coffee/Tea,1/3/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,1/3/2019,10/26/2020,Cycle Inspection / Re-inspection,40.73632698,-73.95527708,301,33,56300,3063743,3024870042,BK76
41400378,QUEENS BUFFET,Queens,90-10,ATLANTIC AVENUE,11416,7183237799,Chinese,5/22/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,12,A,5/22/2019,10/26/2020,Cycle Inspection / Re-inspection,40.68718861,-73.85217445,409,32,3400,4187477,4090270102,QN53
40918355,TREADWELL PARK/SUGAR EAST,Manhattan,1125,1 AVENUE,10065,2128321551,Barbecue,7/20/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,28,,,10/26/2020,Cycle Inspection / Initial Inspection,40.76124045,-73.96079048,108,5,11000,1072390,1014367502,MN31
50018121,RANCH RESTAURANT,Bronx,1773,SOUTHERN BOULEVARD,10460,7184508689,Caribbean,7/9/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,18,B,7/9/2019,10/26/2020,Cycle Inspection / Re-inspection,40.83774314,-73.88754816,203,17,15500,2094581,2029400042,BX75
40402899,GLEN TERRACE,Brooklyn,5313,AVENUE N,11234,7182524614,American,10/31/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,10/31/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.61914683,-73.92374769,318,46,68000,3220104,3078780001,BK58
40711118,ESPERANTO RESTAURANT BAR AND JUGO,Manhattan,145,AVENUE C,10009,2125056559,Brazilian,12/18/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,14,B,12/18/2017,10/26/2020,Cycle Inspection / Re-inspection,40.72537372,-73.97792003,103,2,2800,1004778,1003920037,MN28
50087434,JOE & THE JUICE 1400 MADISON AVENUE,Manhattan,1400,MADISON AVENUE,10029,6094015056,"Juice, Smoothies, Fruit Salads",4/12/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,10,A,4/12/2019,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.7879909,-73.95360996,111,4,16002,1051461,1016030014,MN33
41187577,HANSOL NUTRITION CENTER,Queens,160-26,NORTHERN BOULEVARD,11358,7188880200,Korean,1/30/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,21,,,10/26/2020,Cycle Inspection / Initial Inspection,40.76277539,-73.80522924,407,20,117100,4120448,4053350061,QN51
41597839,KIDO SUSHI (QUEENS CENTER MALL),Queens,90-15,QUEENS BOULEVARD,11373,7182713688,Japanese,9/6/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,11,,,10/26/2020,Cycle Inspection / Initial Inspection,40.73384018,-73.87157703,404,25,68300,4045999,4018600100,QN29
50053042,DARN DONUTS AND MORE,Brooklyn,8723,4 AVENUE,11209,6467308620,American,12/20/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,17,,,10/26/2020,Cycle Inspection / Initial Inspection,40.62136439,-74.02892562,310,43,16000,3153750,3060500003,BK31
40607604,EL NUEVO CAFE LATINO,Queens,144-11,JAMAICA AVENUE,11435,7185263528,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/21/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,,,10/26/2020,Cycle Inspection / Initial Inspection,40.70218884,-73.81107288,412,24,24000,4206706,4096740046,QN61
41095221,GREEK ISLANDS,Queens,253-17,NORTHERN BOULEVARD,11362,7182795922,Greek,8/20/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,12,A,8/20/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.77086156,-73.73533851,411,19,147900,4169406,4081320049,QN45
50056020,DOT & LINE,Brooklyn,253,BERGEN STREET,11217,9294336111,CafÃ©/Coffee/Tea,2/24/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,2/24/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.68399724,-73.98347197,302,33,3900,3332453,3001970060,BK38
50002445,T-ROC HOMESTYLE COOKING,Brooklyn,194,RALPH AVENUE,11233,7184848844,Soul Food,8/21/2019,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,21,B,8/21/2019,10/26/2020,Cycle Inspection / Re-inspection,40.68312428,-73.92276926,303,41,38100,3047323,3016780054,BK61
50036711,MALLY'S,Brooklyn,199,KNICKERBOCKER AVENUE,11237,3474069964,Mexican,2/21/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,62,,,10/26/2020,Cycle Inspection / Initial Inspection,40.70352048,-73.92662991,304,34,42700,3072343,3031750006,BK77
41636015,BOBWHITE COUNTER.,Manhattan,94,AVENUE C,10009,2122282972,Soul Food,10/22/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,31,,,10/26/2020,Cycle Inspection / Initial Inspection,40.72371885,-73.97910753,103,2,2602,1004466,1003760003,MN28
41362519,DEEP BLUE,Queens,0,JOHN F KENNEDY INTL AIRPORT,11430,7186566210,Japanese,12/7/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,12/7/2016,10/26/2020,Cycle Inspection / Initial Inspection,40.64831283,-73.7882815,483,28,71600,4000000,4142600001,QN98
50059232,CLINTON HALL,Bronx,601,EAST  189 STREET,10458,7182206400,American,10/30/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,22,,,10/26/2020,Cycle Inspection / Initial Inspection,40.85732247,-73.88590624,206,15,38900,2012256,2030780001,BX06
50068252,ICE CREAM HOUSE ON BEDFORD,Brooklyn,873,BEDFORD AVENUE,11205,7189720222,Jewish/Kosher,3/1/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,13,A,3/1/2019,10/26/2020,Cycle Inspection / Re-inspection,40.69392881,-73.95600161,303,33,24100,3048553,3017500011,BK75
41629759,PL LOUNGE RESTAURANT,Queens,38123816,65 STREET,,6463265165,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/22/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,26,B,2/22/2018,10/26/2020,Cycle Inspection / Re-inspection,0,0,,,,,4,
40760795,BARNES & NOBLE CAFE,Brooklyn,106,COURT STREET,11201,7182464996,CafÃ©/Coffee/Tea,6/7/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,8,A,6/7/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.69055267,-73.99196235,302,33,900,3378157,3002700001,BK09
50004556,GRAN FAMILIA MEXICANA RESTAURANT,Brooklyn,117,AVENUE U,11223,3475873093,Mexican,9/24/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,9/24/2019,10/26/2020,Cycle Inspection / Re-inspection,40.59623504,-73.97998297,311,47,40000,3191031,3070970046,BK29
41224482,SIDE BAR,Manhattan,120,EAST   15 STREET,10003,2126772900,American,2/3/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,17,,,10/26/2020,Cycle Inspection / Initial Inspection,40.73454274,-73.9880528,106,2,5000,1084936,1008700024,MN21
40542345,TOWNE DELI & PIZZA,Staten Island,5373,ARTHUR KILL ROAD,10307,7182271985,Pizza,2/24/2020,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,40,,,10/26/2020,Cycle Inspection / Initial Inspection,40.51336881,-74.24801199,503,51,24800,5088593,5079990024,SI11
50001588,TURNMILL BAR,Manhattan,119,EAST   27 STREET,10016,6465246060,Irish,12/9/2019,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,27,,,10/26/2020,Cycle Inspection / Initial Inspection,40.74230438,-73.98356933,105,2,6800,1018164,1008830014,MN21
50066751,THE COFFEE POT,Manhattan,403,WEST   51 STREET,10019,9179290363,CafÃ©/Coffee/Tea,2/4/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,2/4/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.76430976,-73.98895715,104,3,13300,1026720,1010610029,MN15
50068323,LITTLE FORNO,Brooklyn,276,BAY RIDGE AVENUE,11220,7183335099,Italian,3/22/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,3/22/2018,10/26/2020,Pre-permit (Operational) / Initial Inspection,40.63586567,-74.02649271,310,43,6800,3145620,3058710045,BK31
40996737,DON ALEX RESTAURANT,Queens,1062426,CORONA AVE,,7182718687,Peruvian,3/8/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,13,A,3/8/2018,10/26/2020,Cycle Inspection / Initial Inspection,0,0,,,,,4,
50016943,EL NUEVO ROBLE BILLIARDS,Bronx,216,EAST  170 STREET,10456,3478206981,Spanish,11/25/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,27,Z,11/25/2019,10/26/2020,Cycle Inspection / Re-inspection,40.83838824,-73.91293897,204,16,17902,2007983,2028310056,BX14
41555982,EL CAMION CANTINA,Manhattan,194,AVENUE A,10009,2125335436,Mexican,1/7/2020,Violations were cited in the following area(s).,02C,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.,Y,12,A,1/7/2020,10/26/2020,Cycle Inspection / Initial Inspection,40.72922796,-73.98120568,103,2,3400,1005196,1004060001,MN22
50043677,CAFFE BENE,Queens,8027,37TH AVE,11372,3478089849,American,12/24/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,43,,,10/26/2020,Cycle Inspection / Initial Inspection,40.74958553,-73.88585687,403,25,28300,4449491,4012800038,QN28
50055046,DON ALEX RESTAURANT,Queens,9544,ROOSEVELT AVE,11372,7184240123,Peruvian,3/9/2019,Violations were cited in the following area(s).,09B,Thawing procedures improper.,N,29,,,10/26/2020,Cycle Inspection / Initial Inspection,40.7490693,-73.87016527,404,21,46500,4039787,4015940026,QN29
50071317,FOOD SING RESTAURANT,Brooklyn,172,GRAND STREET,11211,7187827596,Chinese,10/17/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,24,,,10/26/2020,Cycle Inspection / Initial Inspection,40.71439566,-73.96106705,301,34,55100,3062788,3023930009,BK73
50001531,HANE SUSHI,Manhattan,346,1 AVENUE,10009,2125989889,Japanese,9/25/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,23,,,10/26/2020,Cycle Inspection / Initial Inspection,40.73489017,-73.97982208,106,4,4400,1082865,1009720001,MN50
50077461,THAI DIVA CUISINE,Queens,4553,46TH ST,11377,9292080282,Thai,3/21/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,16,,,10/26/2020,Cycle Inspection / Initial Inspection,40.74199694,-73.9189224,402,26,23500,4001569,4001530106,QN31
50002031,CAFFE NOI ESPRESSO BAR,Manhattan,1465,2 AVENUE,10075,6464767137,CafÃ©/Coffee/Tea,5/17/2017,Establishment re-opened by DOHMH,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,P,5/17/2017,10/26/2020,Cycle Inspection / Reopening Inspection,40.77157834,-73.95634725,108,4,13400,1044075,1014310021,MN31
41293936,MOMOFUKU NOODLE BAR,Manhattan,171,1 AVENUE,10003,2127777773,Asian,3/19/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,3/19/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.72909666,-73.984204,103,2,4000,1006452,1004520033,MN22
50056748,YUMMY CHINESE,Queens,1717,CORNELIA STREET,11385,7183868883,Chinese,8/17/2017,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,32,,,10/26/2020,Cycle Inspection / Initial Inspection,40.70035945,-73.90543812,405,34,55100,4082751,4034610052,QN20
50044589,BAR AT THE GARDEN,Manhattan,4,PENN PLZ,10121,2124656273,American,5/29/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,5,A,5/29/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.75065484,-73.99194424,105,3,10100,1082908,1007810001,MN17
40746628,ORIGINAL VEGETARIAN RESTAURANT,Brooklyn,752,NOSTRAND AVENUE,11216,7187786660,Vegetarian,6/20/2018,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Y,19,,,10/26/2020,Cycle Inspection / Initial Inspection,40.67291794,-73.95022231,308,36,31701,3031509,3012400041,BK61
41362506,EMPIRE GRILL,Brooklyn,597,EMPIRE BOULEVARD,11213,7182218597,Jewish/Kosher,12/19/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,40,,,10/26/2020,Cycle Inspection / Initial Inspection,40.66402378,-73.94209,309,35,33100,3034657,3013120001,BK63
50003131,PANDA BUBBLE TEA,Manhattan,858,LEXINGTON AVENUE,10065,2129888878,CafÃ©/Coffee/Tea,3/9/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,13,A,3/9/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.76572694,-73.96563611,108,4,12000,1042408,1013990157,MN40
50033955,CROWN CHICKEN & BISCUIT,Brooklyn,152,ROCKAWAY AVENUE,11233,7183460088,Chicken,8/31/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,20,,,10/26/2020,Cycle Inspection / Initial Inspection,40.67794717,-73.91079139,316,41,30100,3042207,3015510056,BK79
41629236,PIM POLLO,Queens,32-39,JUNCTION BOULEVARD,11369,7182055508,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/11/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Y,11,A,5/11/2017,10/26/2020,Cycle Inspection / Re-inspection,40.75770874,-73.87412975,403,21,35300,4533214,4014240152,QN27
41649581,BABY OLIVE,Brooklyn,1402,86 STREET,11228,7182342229,Salads,3/2/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,20,,,10/26/2020,Cycle Inspection / Initial Inspection,40.61263081,-74.01157233,311,43,17000,3165983,3063570028,BK27
50002675,CENTRAL DINER,Queens,,JFK INTERNATIONAL AIRPORT,11430,7187514756,American,3/7/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,23,,,10/26/2020,Cycle Inspection / Initial Inspection,,,,,,,,
40581363,BALLATO'S RESTAURANT,Manhattan,55,EAST HOUSTON STREET,10012,2122748881,Italian,2/7/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,5,A,2/7/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.72471696,-73.99429246,102,1,4300,1007922,1005090026,MN24
41022989,MULBERRY STREET BAR,Manhattan,176 1\2,MULBERRY STREET,,2122269345,Italian,5/16/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,51,,,10/26/2020,Cycle Inspection / Initial Inspection,0,0,,,,,1,
41664038,SIMPLY BAKERY,Manhattan,70,BAYARD STREET,10013,2127751188,Bakery,7/28/2017,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Y,26,,,10/26/2020,Cycle Inspection / Initial Inspection,40.71554957,-73.99825407,103,1,2900,1002423,1002010034,MN27
50069759,SURF,Staten Island,37,NAVY PIER COURT,10304,7182732701,American,8/23/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,A,8/23/2018,10/26/2020,Pre-permit (Operational) / Re-inspection,40.62883448,-74.07426758,501,49,2100,5158986,5004877501,SI37
40372445,OMONIA CAFE,Queens,32-20,BROADWAY,11106,7182746650,Greek,7/14/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,11,A,7/14/2017,10/26/2020,Cycle Inspection / Initial Inspection,40.76147748,-73.92436023,401,22,5900,4008332,4006120040,QN70
50042642,KOGANE,Brooklyn,76,HENRY STREET,11201,7188752828,Asian,9/16/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,28,,,10/26/2020,Cycle Inspection / Initial Inspection,40.69854548,-73.99249873,302,33,100,3001698,3002260023,BK09
40594203,LA GOURMET,Manhattan,111,EAST   58 STREET,10022,2123080811,Californian,8/16/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,12,A,8/16/2017,10/26/2020,Cycle Inspection / Re-inspection,40.76200616,-73.96958358,105,4,11203,1037165,1013130005,MN19
41283963,PAPA JOHN'S,Brooklyn,5804,5 AVENUE,11220,7189217272,Pizza,5/22/2019,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,N,9,A,5/22/2019,10/26/2020,Cycle Inspection / Initial Inspection,40.64052564,-74.01509034,307,38,7400,3397962,3008550037,BK32
50071600,MONA KITCHEN & MARKET,Manhattan,310,EAST   44 STREET,10017,2125990999,American,1/27/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,11,A,1/27/2020,10/26/2020,Cycle Inspection / Re-inspection,40.75088744,-73.97075806,106,4,8800,1038671,1013360040,MN19
50039368,GOOD NIGHT SONNY,Manhattan,134,1 AVENUE,10009,9173328432,American,2/12/2019,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Y,56,,,10/26/2020,Cycle Inspection / Initial Inspection,40.72766952,-73.98521818,103,2,3200,1005893,1004360060,MN22
40941849,LA GRAN VIA BAKERY,Brooklyn,4516,5 AVENUE,11220,7188538021,Bakery,1/17/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,10,A,1/17/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.64775614,-74.00756761,307,38,8000,3011565,3007470043,BK32
50045208,LITTLE BASIL THAI RESTAURANT,Manhattan,153,EAST   26 STREET,10010,2126891444,Thai,2/13/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,10,A,2/13/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.74102515,-73.98244734,106,2,6800,1018140,1008820039,MN21
50046269,HAKI RESTAUANT,Queens,16030,NORTHERN BLVD,11358,7183534006,Japanese,2/27/2020,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,53,C,2/27/2020,10/26/2020,Cycle Inspection / Re-inspection,40.76276711,-73.80520399,407,20,117100,4120449,4053350064,QN51
41293756,STARLIGHT GRILL RESTAURANT & SWEETS,Queens,8002,ASTORIA BOULEVARD,11370,7185058800,Pakistani,5/7/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,14,,,10/26/2020,Cycle Inspection / Initial Inspection,40.76528574,-73.88883339,403,22,30904,4022743,4010330061,QN28
50044574,THE STRAND BISTRO,Manhattan,33,WEST   37 STREET,10018,2125844000,American,3/30/2018,Violations were cited in the following area(s).,10J,"""""Wash handsâ€ sign not posted at hand wash facility.",N,13,A,3/30/2018,10/26/2020,Cycle Inspection / Initial Inspection,40.75085717,-73.98439011,105,4,8400,1084661,1008390021,MN17
41634004,MORNING STAR RESTAURANT,Manhattan,879,9 AVENUE,10019,2122461593,American,1/22/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,1/22/2020,10/26/2020,Cycle Inspection / Initial Inspection,40.76801757,-73.98564963,104,3,13900,1076210,1010670032,MN15
50007413,FLUSHING BANGGANE,Queens,16519,NORTHERN BLVD,11358,7187622799,Korean,7/31/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,27,,,10/26/2020,Cycle Inspection / Initial Inspection,40.76009479,-73.80103537,407,19,117500,4438194,4053400051,QN51
41704348,B & H RESTAURANT,Manhattan,127,SECOND AVENUE,10003,2125058065,Jewish/Kosher,5/9/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,,,10/26/2020,Cycle Inspection / Initial Inspection,40.72835327,-73.98785187,103,2,3800,1006679,1004630031,MN22
